,category,message,cleaned
5910,Traffic Violation,There iscannot drive,there iscannot drive
5911,Traffic Violation,There ishit and run,there ishit run
5912,Traffic Violation,There ishad an accident,there ishad accid
5913,Traffic Violation,There iscrashed into someone,there iscrash someon
5914,Traffic Violation,There isbroke their car,there isbrok car
5915,Traffic Violation,There isran a stop sign,there isran stop sign
5916,Traffic Violation,There ishit someone with their car,there ishit someon car
5917,Traffic Violation,There isis driving while high,there isi drive high
5918,Traffic Violation,There isis speeding,there isi speed
5919,Traffic Violation,There isis too fast,there isi fast
5920,Traffic Violation,There isdriving like a maniac,there isdriv like maniac
5921,Traffic Violation,There isreckless driving,there isreckless drive
5922,Traffic Violation,There isdangerous driving,there isdanger drive
5923,Traffic Violation,There islicense,there islicens
5924,Traffic Violation,There isdriver,there isdriv
5925,Traffic Violation,There ispassenger,there ispasseng
5926,Traffic Violation,There ispedestrian,there ispedestrian
5927,Traffic Violation,There ishit someone,there ishit someon
5928,Traffic Violation,There ispolice car,there ispolic car
5929,Traffic Violation,There istailgate,there istailg
5930,Traffic Violation,There isroadrage,there isroadrag
5931,Traffic Violation,Anothercar is swerving erratically,anothercar swerv errat
5932,Traffic Violation,Anothercar moving weird,anothercar move weird
5933,Traffic Violation,Anotherdriving drunk,anotherdriv drunk
5934,Traffic Violation,Anotherran a red light,anotherran red light
5935,Traffic Violation,Anotherhas a suspended license,anotherha suspend licens
5936,Traffic Violation,Anothercannot drive,anothercannot drive
5937,Traffic Violation,Anotherhit and run,anotherhit run
5938,Traffic Violation,Anotherhad an accident,anotherhad accid
5939,Traffic Violation,Anothercrashed into someone,anothercrash someon
5940,Traffic Violation,Anotherbroke their car,anotherbrok car
5941,Traffic Violation,Anotherran a stop sign,anotherran stop sign
5942,Traffic Violation,Anotherhit someone with their car,anotherhit someon car
5943,Traffic Violation,Anotheris driving while high,anotheri drive high
5944,Traffic Violation,Anotheris speeding,anotheri speed
5945,Traffic Violation,Anotheris too fast,anotheri fast
5946,Traffic Violation,Anotherdriving like a maniac,anotherdriv like maniac
5947,Traffic Violation,Anotherreckless driving,anotherreckless drive
5948,Traffic Violation,Anotherdangerous driving,anotherdanger drive
5949,Traffic Violation,Anotherlicense,anotherlicens
5950,Traffic Violation,Anotherdriver,anotherdriv
5951,Traffic Violation,Anotherpassenger,anotherpasseng
5952,Traffic Violation,Anotherpedestrian,anotherpedestrian
5953,Traffic Violation,Anotherhit someone,anotherhit someon
5954,Traffic Violation,Anotherpolice car,anotherpolic car
5955,Traffic Violation,Anothertailgate,anothertailg
5956,Traffic Violation,Anotherroadrage,anotherroadrag
5957,Violence/Homicide,He stabbing,he stab
5958,Violence/Homicide,He stabbed,he stab
5959,Violence/Homicide,He killing,he kill
5960,Violence/Homicide,He killed,he kill
5961,Violence/Homicide,He is getting stabbed,he get stab
5962,Violence/Homicide,He is shot,he shot
5963,Violence/Homicide,He shot someone,he shot someon
5964,Violence/Homicide,He shot him,he shot
5965,Violence/Homicide,He stabbed someone,he stab someon
5966,Violence/Homicide,He stabbed him,he stab
5967,Violence/Homicide,He got stabbed,he got stab
5968,Violence/Homicide,He got shot,he got shot
5969,Violence/Homicide,He bleeding a lot,he bleed lot
5970,Violence/Homicide,He is bleeding,he bleed
5971,Violence/Homicide,He blood,he blood
5972,Violence/Homicide,He bloody,he bloodi
5973,Violence/Homicide,He pulling out a gun,he pull gun
5974,Violence/Homicide,He has a knife,he knife
5975,Violence/Homicide,He shooting,he shoot
5976,Violence/Homicide,He gun,he gun
5977,Violence/Homicide,He knife,he knife
5978,Violence/Homicide,He shooting,he shoot
5979,Violence/Homicide,He hit them,he hit
5980,Violence/Homicide,He hit him,he hit
5981,Violence/Homicide,He hit her,he hit
5982,Violence/Homicide,He domestic violence,he domest violenc
5983,Violence/Homicide,He assaulted,he assault
5984,Violence/Homicide,He assaulting,he assault
5985,Violence/Homicide,He beat up,he beat
5986,Violence/Homicide,He is beating,he beat
5987,Violence/Homicide,He punching,he punch
5988,Violence/Homicide,He punched,he punch
5989,Violence/Homicide,He kicking,he kick
5990,Violence/Homicide,He kicked,he kick
5991,Violence/Homicide,He threatened to kill,he threaten kill
5992,Violence/Homicide,He threatened to hit,he threaten hit
5993,Violence/Homicide,He threatened,he threaten
5994,Violence/Homicide,He abused,he abus
5995,Violence/Homicide,He abuse,he abus
5996,Violence/Homicide,He battery,he batteri
5997,Violence/Homicide,He shot,he shot
5998,Violence/Homicide,He hid his gun,he hid gun
5999,Violence/Homicide,He bullets,he bullet
6000,Violence/Homicide,He gun shots,he gun shot
6001,Violence/Homicide,He arson,he arson
6002,Violence/Homicide,He burning,he burn
6003,Violence/Homicide,He firing,he fire
6004,Violence/Homicide,He fired,he fire
6005,Violence/Homicide,He burned,he burn
6006,Violence/Homicide,He exploded,he explod
6007,Violence/Homicide,He has explosives,he explos
6008,Violence/Homicide,He is resisting,he resist
6009,Violence/Homicide,He gang,he gang
6010,Violence/Homicide,He part of gang,he part gang
6011,Violence/Homicide,He in a gang,he gang
6012,Violence/Homicide,He has gangs,he gang
6013,Violence/Homicide,He fighting,he fight
6014,Violence/Homicide,He fought,he fought
6015,Violence/Homicide,He is stalking,he stalk
6016,Violence/Homicide,She stabbing,she stab
6017,Violence/Homicide,She stabbed,she stab
6018,Violence/Homicide,She killing,she kill
6019,Violence/Homicide,She killed,she kill
6020,Violence/Homicide,She is getting stabbed,she get stab
6021,Violence/Homicide,She is shot,she shot
6022,Violence/Homicide,She shot someone,she shot someon
6023,Violence/Homicide,She shot him,she shot
6024,Violence/Homicide,She stabbed someone,she stab someon
6025,Violence/Homicide,She stabbed him,she stab
6026,Violence/Homicide,She got stabbed,she got stab
6027,Violence/Homicide,She got shot,she got shot
6028,Violence/Homicide,She bleeding a lot,she bleed lot
6029,Violence/Homicide,She is bleeding,she bleed
6030,Violence/Homicide,She blood,she blood
6031,Violence/Homicide,She bloody,she bloodi
6032,Violence/Homicide,She pulling out a gun,she pull gun
6033,Violence/Homicide,She has a knife,she knife
6034,Violence/Homicide,She shooting,she shoot
6035,Violence/Homicide,She gun,she gun
6036,Violence/Homicide,She knife,she knife
6037,Violence/Homicide,She shooting,she shoot
6038,Violence/Homicide,She hit them,she hit
6039,Violence/Homicide,She hit him,she hit
6040,Violence/Homicide,She hit her,she hit
6041,Violence/Homicide,She domestic violence,she domest violenc
6042,Violence/Homicide,She assaulted,she assault
6043,Violence/Homicide,She assaulting,she assault
6044,Violence/Homicide,She beat up,she beat
6045,Violence/Homicide,She is beating,she beat
6046,Violence/Homicide,She punching,she punch
6047,Violence/Homicide,She punched,she punch
6048,Violence/Homicide,She kicking,she kick
6049,Violence/Homicide,She kicked,she kick
6050,Violence/Homicide,She threatened to kill,she threaten kill
6051,Violence/Homicide,She threatened to hit,she threaten hit
6052,Violence/Homicide,She threatened,she threaten
6053,Violence/Homicide,She abused,she abus
6054,Violence/Homicide,She abuse,she abus
6055,Violence/Homicide,She battery,she batteri
6056,Violence/Homicide,She shot,she shot
6057,Violence/Homicide,She hid his gun,she hid gun
6058,Violence/Homicide,She bullets,she bullet
6059,Violence/Homicide,She gun shots,she gun shot
6060,Violence/Homicide,She arson,she arson
6061,Violence/Homicide,She burning,she burn
6062,Violence/Homicide,She firing,she fire
6063,Violence/Homicide,She fired,she fire
6064,Violence/Homicide,She burned,she burn
6065,Violence/Homicide,She exploded,she explod
6066,Violence/Homicide,She has explosives,she explos
6067,Violence/Homicide,She is resisting,she resist
6068,Violence/Homicide,She gang,she gang
6069,Violence/Homicide,She part of gang,she part gang
6070,Violence/Homicide,She in a gang,she gang
6071,Violence/Homicide,She has gangs,she gang
6072,Violence/Homicide,She fighting,she fight
6073,Violence/Homicide,She fought,she fought
6074,Violence/Homicide,She is stalking,she stalk
6075,Violence/Homicide,They stabbing,they stab
6076,Violence/Homicide,They stabbed,they stab
6077,Violence/Homicide,They killing,they kill
6078,Violence/Homicide,They killed,they kill
6079,Violence/Homicide,They is getting stabbed,they get stab
6080,Violence/Homicide,They is shot,they shot
6081,Violence/Homicide,They shot someone,they shot someon
6082,Violence/Homicide,They shot him,they shot
6083,Violence/Homicide,They stabbed someone,they stab someon
6084,Violence/Homicide,They stabbed him,they stab
6085,Violence/Homicide,They got stabbed,they got stab
6086,Violence/Homicide,They got shot,they got shot
6087,Violence/Homicide,They bleeding a lot,they bleed lot
6088,Violence/Homicide,They is bleeding,they bleed
6089,Violence/Homicide,They blood,they blood
6090,Violence/Homicide,They bloody,they bloodi
6091,Violence/Homicide,They pulling out a gun,they pull gun
6092,Violence/Homicide,They has a knife,they knife
6093,Violence/Homicide,They shooting,they shoot
6094,Violence/Homicide,They gun,they gun
6095,Violence/Homicide,They knife,they knife
6096,Violence/Homicide,They shooting,they shoot
6097,Violence/Homicide,They hit them,they hit
6098,Violence/Homicide,They hit him,they hit
6099,Violence/Homicide,They hit her,they hit
6100,Violence/Homicide,They domestic violence,they domest violenc
6101,Violence/Homicide,They assaulted,they assault
6102,Violence/Homicide,They assaulting,they assault
6103,Violence/Homicide,They beat up,they beat
6104,Violence/Homicide,They is beating,they beat
6105,Violence/Homicide,They punching,they punch
6106,Violence/Homicide,They punched,they punch
6107,Violence/Homicide,They kicking,they kick
6108,Violence/Homicide,They kicked,they kick
6109,Violence/Homicide,They threatened to kill,they threaten kill
6110,Violence/Homicide,They threatened to hit,they threaten hit
6111,Violence/Homicide,They threatened,they threaten
6112,Violence/Homicide,They abused,they abus
6113,Violence/Homicide,They abuse,they abus
6114,Violence/Homicide,They battery,they batteri
6115,Violence/Homicide,They shot,they shot
6116,Violence/Homicide,They hid his gun,they hid gun
6117,Violence/Homicide,They bullets,they bullet
6118,Violence/Homicide,They gun shots,they gun shot
6119,Violence/Homicide,They arson,they arson
6120,Violence/Homicide,They burning,they burn
6121,Violence/Homicide,They firing,they fire
6122,Violence/Homicide,They fired,they fire
6123,Violence/Homicide,They burned,they burn
6124,Violence/Homicide,They exploded,they explod
6125,Violence/Homicide,They has explosives,they explos
6126,Violence/Homicide,They is resisting,they resist
6127,Violence/Homicide,They gang,they gang
6128,Violence/Homicide,They part of gang,they part gang
6129,Violence/Homicide,They in a gang,they gang
6130,Violence/Homicide,They has gangs,they gang
6131,Violence/Homicide,They fighting,they fight
6132,Violence/Homicide,They fought,they fought
6133,Violence/Homicide,They is stalking,they stalk
6134,Violence/Homicide,Us stabbing,us stab
6135,Violence/Homicide,Us stabbed,us stab
6136,Violence/Homicide,Us killing,us kill
6137,Violence/Homicide,Us killed,us kill
6138,Violence/Homicide,Us is getting stabbed,us get stab
6139,Violence/Homicide,Us is shot,us shot
6140,Violence/Homicide,Us shot someone,us shot someon
6141,Violence/Homicide,Us shot him,us shot
6142,Violence/Homicide,Us stabbed someone,us stab someon
